timestamp,seq,device_ms,vibration,adxl_ax,adxl_ay,adxl_az,imu1_roll_deg,imu1_pitch_deg,imu1_total_tilt_deg,mpu_ax,mpu_ay,mpu_az,mpu_gx,mpu_gy,mpu_gz,imu2_roll_deg,imu2_pitch_deg,imu2_total_tilt_deg,distance_cm,mq2_raw,temperature,humidity,buzzer
2026-08-23T06:13:49.634076Z,330,1648304,0,-0.902,-10.866,1.373,0.23,0.01,0.23,-1.161,1.075,10.252,0.024,-0.029,-0.023,0.07,0.11,0.13,22.28,100,24.1,73.0,0
2026-08-23T06:13:54.629200Z,331,1653304,0,-0.981,-10.827,1.373,0.25,0.44,0.51,-1.161,1.082,10.269,0.023,-0.029,-0.023,0.1,0.1,0.14,21.44,100,24.1,73.0,0
2026-08-23T06:13:59.634585Z,332,1658304,0,-0.863,-10.787,1.334,0.08,-0.15,0.17,-1.173,1.082,10.228,0.023,-0.029,-0.023,0.12,0.19,0.23,22.3,100,23.8,73.0,1
2026-08-23T06:14:04.632452Z,333,1663304,0,-0.902,-10.905,1.373,0.2,-0.0,0.2,-1.188,1.094,10.242,0.023,-0.029,-0.023,0.18,0.26,0.32,21.44,100,23.8,73.0,1
2026-08-23T06:14:09.630583Z,334,1668304,0,-0.941,-10.827,1.334,0.05,0.24,0.24,-1.178,1.113,10.274,0.023,-0.03,-0.023,0.27,0.19,0.32,21.03,100,24.1,73.0,1
2026-08-23T06:14:14.643543Z,335,1673304,0,-0.863,-10.866,1.373,0.23,-0.19,0.29,-1.159,1.082,10.302,0.022,-0.028,-0.023,0.08,0.07,0.1,22.28,100,24.1,73.0,0
2026-08-23T06:14:19.634239Z,336,1678304,0,-0.902,-10.866,1.334,0.02,0.02,0.03,-1.149,1.089,10.264,0.024,-0.029,-0.024,0.14,0.03,0.15,22.3,100,24.1,73.0,0
2026-08-23T06:14:24.642606Z,337,1683304,0,-0.941,-10.827,1.373,0.25,0.23,0.34,-1.183,1.099,10.276,0.022,-0.029,-0.022,0.19,0.21,0.28,21.03,100,24.1,73.0,0
2026-08-23T06:14:29.630572Z,338,1688304,0,-0.941,-10.827,1.412,0.46,0.23,0.51,-1.178,1.085,10.285,0.022,-0.029,-0.022,0.11,0.18,0.21,21.03,100,24.1,73.0,0
2026-08-23T06:14:34.628623Z,339,1693304,0,-1.02,-10.944,1.451,0.58,0.59,0.82,-1.166,1.085,10.24,0.023,-0.029,-0.022,0.13,0.14,0.2,21.44,100,24.1,73.0,0
2026-08-23T06:14:39.630548Z,340,1698304,0,-0.863,-10.787,1.373,0.28,-0.16,0.32,-1.173,1.08,10.247,0.022,-0.029,-0.023,0.1,0.18,0.2,21.44,100,24.1,73.0,0
2026-08-23T06:14:44.629367Z,341,1703304,0,-0.902,-10.905,1.373,0.2,-0.0,0.2,-1.171,1.106,10.252,0.023,-0.029,-0.023,0.24,0.16,0.29,22.28,100,24.1,73.0,0
2026-08-23T06:14:49.628100Z,342,1708304,0,-1.138,-10.866,1.373,0.23,1.24,1.26,-1.164,1.089,10.242,0.023,-0.028,-0.024,0.15,0.13,0.2,21.04,100,24.1,73.0,0
2026-08-23T06:14:54.634557Z,343,1713304,0,-0.824,-10.63,1.294,-0.03,-0.29,0.3,-1.171,1.116,10.242,0.022,-0.028,-0.023,0.3,0.17,0.35,21.44,100,24.1,73.0,1
2026-08-23T06:14:59.626595Z,344,1718304,0,-0.941,-10.827,1.334,0.05,0.24,0.24,-1.173,1.101,10.266,0.022,-0.029,-0.023,0.21,0.16,0.26,21.03,100,24.1,73.0,1
